Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,-9999
159,Lawrence Funderburke,1998,2003,6,316,4705,809,1600,2,17,402,595,446,1139,183,94,100,225,358,2022,.506,.118,.676,14.9,6.4,3.6,0.6,0.3,0.3,fundela01
160,Wenyen Gabriel,2020,2020,1,11,61,6,17,1,8,6,10,4,10,3,3,2,5,7,19,.353,.125,.600,5.5,1.7,0.9,0.3,0.3,0.2,gabriwe01
161,Langston Galloway,2017,2017,1,19,375,42,104,19,40,11,12,7,35,28,6,1,18,20,114,.404,.475,.917,19.7,6.0,1.8,1.5,0.3,0.1,gallola01
162,Dave Gambee,1960,1960,1,19,211,36,93,,,23,35,,74,9,,,,21,95,.387,,.657,11.1,5.0,3.9,0.5,,,gambeda01
163,Kevin Gamble,1996,1997,2,83,1245,158,368,60,135,12,20,20,134,95,25,20,38,104,388,.429,.444,.600,15.0,4.7,1.6,1.1,0.3,0.2,gamblke01
164,Francisco García,2006,2013,8,462,10251,1388,3207,475,1319,597,738,253,1238,649,391,343,493,1067,3848,.433,.360,.809,22.2,8.3,2.7,1.4,0.8,0.7,garcifr01
165,Rudy Gay,2014,2017,4,223,7692,1582,3409,238,686,903,1084,320,1349,622,282,151,561,544,4305,.464,.347,.833,34.5,19.3,6.0,2.8,1.3,0.7,gayru01
166,Gus Gerard,1979,1981,3,145,1451,261,590,1,6,134,218,129,303,70,62,45,92,194,657,.442,,.615,10.0,4.5,2.1,0.5,0.4,0.3,gerargu01
167,Dick Gibbs,1973,1973,1,66,733,80,221,,,47,63,,94,61,,,,113,207,.362,,.746,11.1,3.1,1.4,0.9,,,gibbsdi01
168,Harry Giles,2019,2020,2,104,1487,314,599,0,8,96,140,109,410,145,53,40,117,269,724,.524,.000,.686,14.3,7.0,3.9,1.4,0.5,0.4,gilesha01
169,Ben Gillery,1989,1989,1,24,84,6,19,0,0,13,23,7,23,2,2,4,5,29,25,.316,,.565,3.5,1.0,1.0,0.1,0.1,0.2,gillebe01
170,Herm Gilliam,1970,1970,1,57,1161,179,441,,,68,91,,215,178,,,,163,426,.406,,.747,20.4,7.5,3.8,3.1,,,gillihe01
171,Drew Gooden,2009,2009,1,1,26,5,9,0,0,2,2,3,13,2,0,0,3,2,12,.556,,1.000,26.0,12.0,13.0,2.0,0.0,0.0,goodedr01
172,Brian Grant,1995,1997,3,182,5294,931,1858,5,21,563,811,431,1285,254,108,244,392,620,2430,.501,.238,.694,29.1,13.4,7.1,1.4,0.6,1.3,grantbr01
173,Aaron Gray,2014,2014,1,33,335,25,58,0,1,10,18,39,103,19,10,8,27,57,60,.431,.000,.556,10.2,1.8,3.1,0.6,0.3,0.2,grayaa01
174,Devin Gray,1997,1997,1,3,25,3,11,0,0,2,4,3,9,2,3,0,0,3,8,.273,,.500,8.3,2.7,3.0,0.7,1.0,0.0,grayde01
175,Gary Gray,1968,1968,1,44,276,49,134,,,7,10,,23,26,,,,48,105,.366,,.700,6.3,2.4,0.5,0.6,,,grayga01
176,Jeff Grayer,1997,1997,1,25,316,38,83,4,11,11,20,21,38,25,8,7,15,42,91,.458,.364,.550,12.6,3.6,1.5,1.0,0.3,0.3,grayeje01
177,Johnny Green,1970,1973,4,301,7584,1504,2614,,,732,1212,,2418,380,,,,924,3740,.575,,.604,25.2,12.4,8.0,1.3,,,greenjo01
178,Mike Green,1980,1980,1,21,459,69,159,0,2,24,42,35,113,28,13,21,36,55,162,.434,.000,.571,21.9,7.7,5.4,1.3,0.6,1.0,greenmi01
179,Si Green,1957,1959,2,33,1089,150,411,,,99,142,,207,132,,,,101,399,.365,,.697,33.0,12.1,6.3,4.0,,,greensi01
180,Donté Greene,2009,2012,4,253,4259,585,1441,165,542,206,294,140,600,183,111,116,222,373,1541,.406,.304,.701,16.8,6.1,2.4,0.7,0.4,0.5,greendo01
181,Orien Greene,2008,2008,1,7,61,3,11,0,1,0,0,0,6,3,3,1,7,9,6,.273,.000,,8.7,0.9,0.9,0.4,0.4,0.1,greenor01
182,Derek Grimm,1998,1998,1,9,34,4,14,4,12,2,2,0,4,0,3,1,3,6,14,.286,.333,1.000,3.8,1.6,0.4,0.0,0.3,0.1,grimmde01
183,Ernie Grunfeld,1980,1982,3,240,4873,866,1728,3,16,364,461,173,620,590,188,63,317,497,2099,.501,.188,.790,20.3,8.7,2.6,2.5,0.8,0.3,grunfer01
184,Matt Guokas,1972,1976,4,187,5651,591,1132,,,155,201,20,455,802,21,3,,414,1337,.522,,.771,30.2,7.1,2.4,4.3,0.4,0.1,guokama02
185,Kyle Guy,2020,2021,2,34,245,31,93,13,49,16,20,5,36,33,6,0,11,21,91,.333,.265,.800,7.2,2.7,1.1,1.0,0.2,0.0,guyky01
186,Happy Hairston,1965,1968,4,260,6597,1307,2757,,,785,1164,,1825,191,,,,711,3399,.474,,.674,25.4,13.1,7.0,0.7,,,hairsha01
187,Tyrese Haliburton,2021,2022,2,109,3503,560,1205,225,548,135,160,78,372,688,163,62,207,154,1480,.465,.411,.844,32.1,13.6,3.4,6.3,1.5,0.6,halibty01
188,Alex Hannum,1952,1954,3,171,3545,368,1025,,,232,353,,772,245,,,,658,968,.359,,.657,20.7,5.7,4.5,1.4,,,hannual01
189,Bob Hansen,1991,1992,2,38,851,100,265,19,71,18,36,35,100,91,21,5,34,78,237,.377,.268,.500,22.4,6.2,2.6,2.4,0.6,0.1,hansebo01
190,Glenn Hansen,1976,1978,3,110,1443,240,580,,,108,149,106,247,93,61,16,0,191,588,.414,,.725,13.1,5.3,2.2,0.8,0.6,0.1,hansegl01
191,Maurice Harkless,2021,2022,2,73,1511,147,333,49,174,53,69,23,188,60,57,40,50,149,396,.441,.282,.768,20.7,5.4,2.6,0.8,0.8,0.5,harklma01
192,Chris Harris,1956,1956,1,26,252,22,89,,,16,27,,26,26,,,,26,60,.247,,.593,9.7,2.3,1.0,1.0,,,harrich01
193,Jason Hart,2006,2007,2,79,918,101,251,12,37,47,67,14,86,80,34,5,47,108,261,.402,.324,.701,11.6,3.3,1.1,1.0,0.4,0.1,hartja01
194,Vern Hatton,1959,1959,1,22,657,66,207,,,34,51,,81,30,,,,55,166,.319,,.667,29.9,7.5,3.7,1.4,,,hattove01
195,Spencer Hawes,2008,2010,3,220,5094,831,1784,70,223,201,300,361,1215,351,90,216,347,577,1933,.466,.314,.670,23.2,8.8,5.5,1.6,0.4,1.0,hawessp01
196,Michael Hawkins,1999,1999,1,24,203,14,40,5,19,3,3,10,25,27,3,1,13,14,36,.350,.263,1.000,8.5,1.5,1.0,1.1,0.1,0.0,hawkimi01
197,Tom Hawkins,1963,1966,4,310,7481,1048,2357,,,492,842,,2028,353,,,,909,2588,.445,,.584,24.1,8.3,6.5,1.1,,,hawkito01
198,Chuck Hayes,2012,2014,3,144,2427,171,392,0,3,61,94,205,580,195,78,37,101,243,403,.436,.000,.649,16.9,2.8,4.0,1.4,0.5,0.3,hayesch01
199,Nigel Hayes,2018,2018,1,5,105,8,28,2,12,0,2,4,22,4,2,3,1,8,18,.286,.167,.000,21.0,3.6,4.4,0.8,0.4,0.6,hayesni01
200,Luther Head,2011,2011,1,36,586,68,164,25,64,39,50,16,60,70,10,9,32,43,200,.415,.391,.780,16.3,5.6,1.7,1.9,0.3,0.3,headlu01
201,Mark Hendrickson,1998,1998,1,48,737,58,149,0,5,47,57,33,143,41,26,9,31,60,163,.389,.000,.825,15.4,3.4,3.0,0.9,0.5,0.2,hendrma01
202,Don Henriksen,1955,1955,1,56,1235,111,315,,,86,130,,435,79,,,,148,308,.352,,.662,22.1,5.5,7.8,1.4,,,henrido01
203,Carl Henry,1986,1986,1,28,149,31,67,4,10,12,17,8,19,4,5,0,9,11,78,.463,.400,.706,5.3,2.8,0.7,0.1,0.2,0.0,henryca01
204,Conner Henry,1988,1988,1,15,207,38,81,15,31,26,30,6,20,26,7,3,16,15,117,.469,.484,.867,13.8,7.8,1.3,1.7,0.5,0.2,henryco01
205,Fred Hetzel,1969,1969,1,31,685,140,287,,,88,105,,140,29,,,,94,368,.488,,.838,22.1,11.9,4.5,0.9,,,hetzefr01
206,Art Heyman,1966,1966,1,11,100,15,43,,,10,17,,13,7,,,,19,40,.349,,.588,9.1,3.6,1.2,0.6,,,heymaar01
207,J.J. Hickson,2012,2012,1,35,644,64,173,0,1,37,58,67,177,22,18,17,39,44,165,.370,.000,.638,18.4,4.7,5.1,0.6,0.5,0.5,hicksjj01
208,Buddy Hield,2017,2022,6,385,11589,2347,5436,1248,3101,560,649,306,1705,979,340,119,711,837,6502,.432,.402,.863,30.1,16.9,4.4,2.5,0.9,0.3,hieldbu01
209,Mike Higgins,1991,1991,1,7,61,6,10,0,0,4,7,4,5,2,0,2,4,16,16,.600,,.571,8.7,2.3,0.7,0.3,0.0,0.3,higgimi01
210,Rod Higgins,1993,1993,1,69,1425,199,483,43,133,130,151,66,193,119,51,29,63,141,571,.412,.323,.861,20.7,8.3,2.8,1.7,0.7,0.4,higgiro01
211,George Hill,2018,2018,1,43,1143,153,326,58,128,77,99,22,117,119,39,12,60,75,441,.469,.453,.778,26.6,10.3,2.7,2.8,0.9,0.3,hillge01
212,Darnell Hillman,1979,1979,1,78,1618,211,428,,,125,224,138,431,91,50,66,134,288,547,.493,,.558,20.7,7.0,5.5,1.2,0.6,0.8,hillmda01
213,Lew Hitch,1957,1957,1,30,556,54,145,,,37,51,,119,15,,,,55,145,.372,,.725,18.5,4.8,4.0,0.5,,,hitchle01
214,Justin Holiday,2022,2022,1,25,641,71,204,50,146,16,21,11,55,38,21,15,21,49,208,.348,.342,.762,25.6,8.3,2.2,1.5,0.8,0.6,holidju01
215,Ryan Hollins,2015,2015,1,46,441,53,82,0,0,31,54,36,103,14,6,19,25,65,137,.646,,.574,9.6,3.0,2.2,0.3,0.1,0.4,holliry01
216,Richaun Holmes,2020,2023,4,192,4446,842,1308,9,24,313,397,393,1259,200,100,204,197,560,2006,.644,.375,.788,23.2,10.4,6.6,1.0,0.5,1.1,holmeri01
217,Red Holzman,1949,1953,5,307,1457,756,2398,,,458,669,,298,646,,,,405,1970,.315,,.685,13.1,6.4,1.7,2.1,,,holzmre01
218,Tyler Honeycutt,2012,2013,2,24,120,11,35,1,5,5,7,6,24,9,4,4,7,5,28,.314,.200,.714,5.0,1.2,1.0,0.4,0.2,0.2,honeyty01
219,Dennis Hopson,1992,1992,1,69,1304,275,591,12,47,179,253,105,206,102,66,39,100,113,741,.465,.255,.708,18.9,10.7,3.0,1.5,1.0,0.6,hopsode01
220,Eddie House,2005,2005,1,50,550,98,214,28,62,13,14,14,61,67,18,3,22,39,237,.458,.452,.929,11.0,4.7,1.2,1.3,0.4,0.1,houseed01
221,Byron Houston,1996,1996,1,25,276,32,64,1,3,21,26,31,84,7,13,7,17,59,86,.500,.333,.808,11.0,3.4,3.4,0.3,0.5,0.3,houstby01
222,Kevin Huerter,2023,2025,3,182,4664,796,1736,390,1056,151,206,99,595,461,161,63,187,386,2133,.459,.369,.733,25.6,11.7,3.3,2.5,0.9,0.3,huertke01
223,Bobby Hurley,1994,1998,5,242,3712,315,900,63,228,217,281,48,253,783,110,7,341,317,910,.350,.276,.772,15.3,3.8,1.0,3.2,0.5,0.0,hurlebo01
224,Greg Hyder,1971,1971,1,77,1359,183,409,,,51,71,,332,48,,,,187,417,.447,,.718,17.6,5.4,4.3,0.6,,,hydergr01
225,Darrall Imhoff,1971,1972,2,43,902,129,287,,,40,81,,260,81,,,,142,298,.449,,.494,21.0,6.9,6.0,1.9,,,imhofda01
226,Al Jackson,1968,1968,1,2,17,0,3,,,0,0,,0,1,,,,6,0,.000,,,8.5,0.0,0.0,0.5,,,jacksal01
227,Bobby Jackson,2001,2009,6,365,8279,1470,3344,381,1070,558,689,333,1175,814,356,35,459,674,3879,.440,.356,.810,22.7,10.6,3.2,2.2,1.0,0.1,jacksbo01
228,Darnell Jackson,2011,2011,1,59,486,77,158,3,11,30,49,49,94,14,12,3,23,61,187,.487,.273,.612,8.2,3.2,1.6,0.2,0.2,0.1,jacksda01
229,Jim Jackson,2003,2003,1,63,1309,204,462,32,71,47,55,84,262,118,31,4,80,132,487,.442,.451,.855,20.8,7.7,4.2,1.9,0.5,0.1,jacksji01
230,Josh Jackson,2022,2022,1,12,123,17,49,3,17,15,21,4,18,5,5,4,9,17,52,.347,.176,.714,10.3,4.3,1.5,0.4,0.4,0.3,jacksjo02
231,Justin Jackson,2018,2019,2,120,2589,310,714,112,344,67,86,52,333,142,51,26,62,148,799,.434,.326,.779,21.6,6.7,2.8,1.2,0.4,0.2,jacksju01
232,Michael Jackson,1988,1990,3,89,888,76,206,9,33,27,40,20,70,198,28,5,66,96,188,.369,.273,.675,10.0,2.1,0.8,2.2,0.3,0.1,jacksmi02
233,Henry James,1993,1993,1,8,79,20,45,3,10,17,20,6,10,1,3,0,7,9,60,.444,.300,.850,9.9,7.5,1.3,0.1,0.4,0.0,jameshe01
234,Jerome James,1999,1999,1,16,42,9,24,0,0,6,12,6,17,1,2,6,9,11,24,.375,,.500,2.6,1.5,1.1,0.1,0.1,0.4,jamesje01
235,Justin James,2020,2021,2,72,542,87,195,23,67,31,57,15,62,40,14,12,23,40,228,.446,.343,.544,7.5,3.2,0.9,0.6,0.2,0.2,jamesju01
236,DaQuan Jeffries,2020,2021,2,31,373,44,97,14,46,11,13,12,47,13,11,5,10,42,113,.454,.304,.846,12.0,3.6,1.5,0.4,0.4,0.2,jeffrda01
237,Les Jepsen,1992,1992,1,31,87,9,24,0,1,7,11,12,30,1,1,5,3,17,25,.375,.000,.636,2.8,0.8,1.0,0.0,0.0,0.2,jepsele01
238,Eugene Jeter,2011,2011,1,62,858,106,259,6,30,37,41,9,70,162,29,2,51,54,255,.409,.200,.902,13.8,4.1,1.1,2.6,0.5,0.0,jetereu01
239,Anthony Johnson,1998,2008,2,104,2676,266,697,57,158,89,121,56,210,389,74,7,154,217,678,.382,.361,.736,25.7,6.5,2.0,3.7,0.7,0.1,johnsan02
240,Arnie Johnson,1949,1953,5,332,4142,808,1934,,,1272,1741,,1272,731,,,,1338,2888,.418,,.731,30.5,8.7,6.2,2.2,,,johnsar01
241,B.J. Johnson,2019,2019,1,1,6,1,2,0,1,0,0,0,0,0,0,0,0,1,2,.500,.000,,6.0,2.0,0.0,0.0,0.0,0.0,johnsbj01
242,Eddie Johnson,1982,1987,6,483,15370,3723,7750,95,338,1486,1835,954,2457,1359,375,113,1070,1427,9027,.480,.281,.810,31.8,18.7,5.1,2.8,0.8,0.2,johnsed03
243,James Johnson,2013,2013,1,54,878,117,283,2,21,40,67,49,145,58,41,50,68,99,276,.413,.095,.597,16.3,5.1,2.7,1.1,0.8,0.9,johnsja01
244,Ollie Johnson,1975,1977,3,192,4044,630,1254,,,259,301,211,635,281,127,76,,455,1519,.502,,.860,21.1,7.9,3.3,1.5,0.7,0.4,johnsol01
245,Orlando Johnson,2014,2014,1,7,50,3,17,1,6,2,4,2,4,4,0,1,1,3,9,.176,.167,.500,7.1,1.3,0.6,0.6,0.0,0.1,johnsor01
246,Reggie Johnson,1982,1983,2,81,1775,341,648,1,5,124,172,129,390,79,38,53,119,267,807,.526,.200,.721,21.9,10.0,4.8,1.0,0.5,0.7,johnsre01
247,Steve Johnson,1982,1984,3,207,4178,955,1581,0,0,499,831,386,1109,249,101,220,482,883,2409,.604,,.600,20.2,11.6,5.4,1.2,0.5,1.1,johnsst03
248,Colby Jones,2024,2025,2,54,322,39,97,6,32,6,11,25,63,27,13,12,17,42,90,.402,.188,.545,6.0,1.7,1.2,0.5,0.2,0.2,jonesco02
249,Dahntay Jones,2008,2008,1,25,206,23,53,1,6,34,51,7,35,12,8,6,10,28,81,.434,.167,.667,8.2,3.2,1.4,0.5,0.3,0.2,jonesda02
250,Damian Jones,2021,2022,2,73,1358,221,336,11,33,119,166,96,323,93,35,64,74,166,572,.658,.333,.717,18.6,7.8,4.4,1.3,0.5,0.9,jonesda03
251,Damon Jones,2003,2003,1,49,709,80,210,44,121,20,27,11,70,80,18,4,23,42,224,.381,.364,.741,14.5,4.6,1.4,1.6,0.4,0.1,jonesda01
252,Isaac Jones,2025,2025,1,40,304,54,83,3,8,23,36,22,57,12,5,10,16,30,134,.651,.375,.639,7.6,3.4,1.4,0.3,0.1,0.3,jonesis01
253,Jake Jones,1972,1972,1,11,161,22,54,,,13,21,,20,10,,,,19,57,.407,,.619,14.6,5.2,1.8,0.9,,,jonesja01
254,Mason Jones,2024,2025,2,15,73,11,26,3,15,5,7,3,14,16,1,1,3,6,30,.423,.200,.714,4.9,2.0,0.9,1.1,0.1,0.1,jonesma05
255,Phil Jordon,1960,1961,2,123,3206,583,1481,,,359,498,,1048,314,,,,377,1525,.394,,.721,26.1,12.4,8.5,2.6,,,jordoph01
256,Cory Joseph,2020,2021,2,116,2703,282,662,87,253,96,117,69,287,359,92,30,124,231,747,.426,.344,.821,23.3,6.4,2.5,3.1,0.8,0.3,josepco01
257,Rich Kelley,1986,1986,1,37,324,28,49,0,2,18,22,29,81,43,10,3,22,62,74,.571,.000,.818,8.8,2.0,2.2,1.2,0.3,0.1,kelleri01
258,Toby Kimball,1973,1973,1,67,643,96,220,,,44,67,,191,27,,,,86,236,.436,,.657,9.6,3.5,2.9,0.4,,,kimbato01
259,Stan Kimbrough,1993,1993,1,3,15,2,6,1,2,0,0,0,0,1,1,0,0,1,5,.333,.500,,5.0,1.7,0.0,0.3,0.3,0.0,kimbrst01
260,George King,1958,1958,1,63,2272,235,645,,,140,227,,306,337,,,,124,610,.364,,.617,36.1,9.7,4.9,5.3,,,kingge01
261,Jim King,1970,1970,1,31,286,34,83,,,22,27,,46,42,,,,39,90,.410,,.815,9.2,2.9,1.5,1.4,,,kingji01
262,Louis King,2021,2022,2,16,189,32,81,12,38,13,16,5,30,18,9,4,4,23,89,.395,.316,.813,11.8,5.6,1.9,1.1,0.6,0.3,kinglo02
263,Reggie King,1980,1983,4,301,8399,1216,2343,0,1,697,986,672,2115,459,283,112,484,772,3129,.519,.000,.707,27.9,10.4,7.0,1.5,0.9,0.4,kingre01
264,Greg Kite,1990,1990,1,71,1515,101,234,1,1,27,54,131,377,76,31,51,76,201,230,.432,1.000,.500,21.3,3.2,5.3,1.1,0.4,0.7,kitegr01
265,Joe Kleine,1986,1989,4,288,5750,856,1876,0,2,438,546,540,1676,245,105,141,371,791,2150,.456,.000,.802,20.0,7.5,5.8,0.9,0.4,0.5,kleinjo01
266,Billy Knight,1984,1985,2,91,2074,389,798,5,15,256,299,99,277,181,56,7,168,136,1039,.487,.333,.856,22.8,11.4,3.0,2.0,0.6,0.1,knighbi01
267,Don Kojis,1973,1975,3,175,3563,722,1509,,,336,439,140,620,200,89,16,,316,1780,.478,,.765,20.4,10.2,3.5,1.1,0.9,0.2,kojisdo01
268,Howard Komives,1974,1974,1,44,830,78,192,,,33,38,10,43,97,32,3,,83,189,.406,,.868,18.9,4.3,1.0,2.2,0.7,0.1,komivho01
269,Len Kosmalski,1975,1976,2,76,506,41,103,,,28,36,40,144,53,9,10,,75,110,.398,,.778,6.7,1.4,1.9,0.7,0.1,0.1,kosmale01
270,Kosta Koufos,2016,2019,4,262,4794,747,1378,0,1,138,264,488,1475,203,138,168,185,571,1632,.542,.000,.523,18.3,6.2,5.6,0.8,0.5,0.6,koufoko01
271,John Kuester,1978,1978,1,78,1215,145,319,,,87,105,19,114,252,58,1,97,143,377,.455,,.829,15.6,4.8,1.5,3.2,0.7,0.0,kuestjo01
272,Skal Labissière,2017,2025,4,110,1977,337,710,26,71,153,203,155,477,106,43,65,117,218,853,.475,.366,.754,18.0,7.8,4.3,1.0,0.4,0.6,labissk01
273,Sam Lacey,1971,1982,12,888,29991,4101,9280,1,6,1692,2297,1565,9353,3563,950,1098,826,3127,9895,.442,,.737,33.8,11.1,10.5,4.0,1.5,1.7,laceysa01
274,Jeremy Lamb,2022,2022,1,17,322,48,119,16,53,22,26,11,60,30,8,8,13,15,134,.403,.302,.846,18.9,7.9,3.5,1.8,0.5,0.5,lambje01
275,John Lambert,1981,1982,2,85,968,125,299,1,8,39,51,63,217,48,24,15,55,154,290,.418,.125,.765,11.4,3.4,2.6,0.6,0.3,0.2,lambejo01
276,Carl Landry,2010,2015,4,169,3885,656,1292,1,6,401,529,307,760,107,75,55,195,379,1714,.508,.167,.758,23.0,10.1,4.5,0.6,0.4,0.3,landrca01
277,Jake LaRavia,2025,2025,1,19,367,42,96,20,52,11,19,23,54,25,18,3,17,40,115,.438,.385,.579,19.3,6.1,2.8,1.3,0.9,0.2,laravja01
278,Zach LaVine,2025,2025,1,32,1170,262,513,103,231,90,103,10,113,121,19,2,87,57,717,.511,.446,.874,36.6,22.4,3.5,3.8,0.6,0.1,lavinza01
279,Ty Lawson,2017,2017,1,69,1732,237,522,34,118,173,217,44,179,334,74,6,129,119,681,.454,.288,.797,25.1,9.9,2.6,4.8,1.1,0.1,lawsoty01
280,Eric Leckner,1991,1991,1,32,378,39,96,0,0,16,27,27,87,18,4,11,25,69,94,.406,,.593,11.8,2.9,2.7,0.6,0.1,0.3,leckner01
281,Doug Lee,1995,1995,1,22,75,9,25,7,18,18,21,0,5,5,6,3,5,18,43,.360,.389,.857,3.4,2.0,0.2,0.2,0.3,0.1,leedo01
282,Alex Len,2020,2025,5,164,1708,217,387,9,35,96,150,178,504,145,39,102,113,263,539,.561,.257,.640,10.4,3.3,3.1,0.9,0.2,0.6,lenal01
283,Jim Les,1991,1994,4,208,3161,316,753,190,457,177,213,54,276,650,135,15,176,296,999,.420,.416,.831,15.2,4.8,1.3,3.1,0.6,0.1,lesji01
284,Andrew Levane,1949,1949,1,36,,55,193,,,13,21,,,39,,,,37,123,.285,,.619,,3.4,,1.1,,,levanan01
285,Freddie Lewis,1967,1967,1,32,334,60,153,,,29,41,,44,40,,,,49,149,.392,,.707,10.4,4.7,1.4,1.3,,,lewisfr02
286,Kevin Loder,1982,1984,3,147,2090,365,791,6,23,139,200,113,338,174,67,43,143,260,875,.461,.261,.695,14.2,6.0,2.3,1.2,0.5,0.3,loderke01
287,Brad Lohaus,1989,1989,1,29,476,93,216,1,7,46,57,37,114,17,9,30,28,60,233,.431,.143,.807,16.4,8.0,3.9,0.6,0.3,1.0,lohaubr01
288,Art Long,2001,2001,1,9,20,0,4,0,0,0,2,2,8,1,0,3,2,5,0,.000,,.000,2.2,0.0,0.9,0.1,0.0,0.3,longar01
289,Bob Love,1967,1968,2,138,2142,366,858,,,171,261,,466,104,,,,294,903,.427,,.655,15.5,6.5,3.4,0.8,,,lovebo01
290,Clyde Lovellette,1958,1958,1,71,2589,679,1540,,,301,405,,862,134,,,,236,1659,.441,,.743,36.5,23.4,12.1,1.9,,,lovelcl01
291,Jerry Lucas,1964,1970,7,465,20024,3650,7339,,,1807,2305,,8876,1408,,,,1522,9107,.497,,.784,43.1,19.6,19.1,3.0,,,lucasje01
292,Trey Lyles,2022,2025,4,225,4301,574,1281,275,760,263,341,238,1008,250,92,79,160,301,1686,.448,.362,.771,19.1,7.5,4.5,1.1,0.4,0.4,lylestr01
293,Lionel Malamed,1949,1949,1,9,,12,31,,,6,8,,,6,,,,9,30,.387,,.750,,3.3,,0.7,,,malamli01
294,Ted Manakas,1974,1974,1,5,45,4,10,,,4,4,0,3,2,1,0,,4,12,.400,,1.000,9.0,2.4,0.6,0.4,0.2,0.0,manakte01
295,Šarūnas Marčiulionis,1996,1996,1,53,1039,176,389,64,157,155,200,20,77,118,52,4,96,112,571,.452,.408,.775,19.6,10.8,1.5,2.2,1.0,0.1,marcisa01
296,Tom Marshall,1955,1959,4,159,2521,347,891,,,237,336,,484,184,,,,191,931,.389,,.705,15.9,5.9,3.0,1.2,,,marshto01
297,Darrick Martin,2000,2001,2,102,1069,162,426,52,151,129,154,9,60,136,35,2,72,116,505,.380,.344,.838,10.5,5.0,0.6,1.3,0.3,0.0,martida01
298,Kevin Martin,2005,2010,6,331,10123,1705,3794,459,1190,1791,2107,253,1211,616,315,40,552,671,5660,.449,.386,.850,30.6,17.1,3.7,1.9,1.0,0.1,martike02
299,Al Masino,1954,1954,1,11,50,8,16,,,7,12,,7,7,,,,20,23,.500,,.583,4.5,2.1,0.6,0.6,,,masinal01
300,Desmond Mason,2010,2010,1,5,66,5,12,0,0,3,4,4,13,2,1,1,4,5,13,.417,,.750,13.2,2.6,2.6,0.4,0.2,0.2,masonde01
301,Frank Mason III,2018,2019,2,90,1419,215,549,45,150,133,172,36,173,231,50,14,101,106,608,.392,.300,.773,15.8,6.8,1.9,2.6,0.6,0.2,masonfr01
302,Tony Massenburg,2004,2004,1,59,789,104,219,0,1,43,63,57,188,29,14,18,45,144,251,.475,.000,.683,13.4,4.3,3.2,0.5,0.2,0.3,masseto01
303,Vernon Maxwell,1999,1999,1,46,1007,164,421,80,231,84,114,13,85,76,30,3,67,111,492,.390,.346,.737,21.9,10.7,1.8,1.7,0.7,0.1,maxweve01
304,Don May,1975,1975,1,29,139,27,54,,,10,12,4,13,5,4,2,,21,64,.500,,.833,4.8,2.2,0.4,0.2,0.1,0.1,maydo01
305,Sean May,2010,2010,1,37,331,51,111,0,4,21,32,20,70,17,12,7,19,46,123,.459,.000,.656,8.9,3.3,1.9,0.5,0.3,0.2,mayse01
306,Travis Mays,1991,1991,1,64,2145,294,724,72,197,255,331,54,178,253,81,11,159,169,915,.406,.365,.770,33.5,14.3,2.8,4.0,1.3,0.2,maystr01
307,Luc Mbah a Moute,2014,2014,1,9,196,15,32,1,3,9,13,9,27,15,9,5,4,18,40,.469,.333,.692,21.8,4.4,3.0,1.7,1.0,0.6,mbahalu01
308,Ray McCallum,2014,2015,2,113,2333,319,770,56,170,89,127,70,259,308,67,20,124,161,783,.414,.329,.701,20.6,6.9,2.3,2.7,0.6,0.2,mccalra01
309,Rashad McCants,2009,2009,1,24,465,87,196,25,70,47,60,10,47,36,20,8,19,40,246,.444,.357,.783,19.4,10.3,2.0,1.5,0.8,0.3,mccanra01
310,Andre McCarter,1977,1978,2,60,734,119,259,,,32,45,16,56,99,23,0,0,64,270,.459,,.711,12.2,4.5,0.9,1.7,0.4,0.0,mccaran01
311,Johnny McCarthy,1957,1959,2,119,3387,418,1117,,,246,367,,428,332,,,,288,1082,.374,,.670,28.5,9.1,3.6,2.8,,,mccarjo01
312,Rodney McCray,1989,1990,2,150,5673,877,1772,16,64,442,582,335,1183,670,117,106,342,297,2212,.495,.250,.759,37.8,14.7,7.9,4.5,0.8,0.7,mccraro01
313,Clint McDaniel,1996,1996,1,12,71,8,23,2,6,12,16,3,10,7,5,0,2,10,30,.348,.333,.750,5.9,2.5,0.8,0.6,0.4,0.0,mcdancl01
314,Doug McDermott,2025,2025,1,42,342,50,117,44,101,3,5,3,22,7,4,2,6,30,147,.427,.436,.600,8.1,3.5,0.5,0.2,0.1,0.0,mcderdo01
315,JaVale McGee,2024,2024,1,46,339,79,132,1,7,26,45,42,126,17,14,20,34,46,185,.598,.143,.578,7.4,4.0,2.7,0.4,0.3,0.4,mcgeeja01
316,Mike McGee,1988,1988,1,37,886,201,478,48,141,74,96,51,112,58,47,6,58,75,524,.421,.340,.771,23.9,14.2,3.0,1.6,1.3,0.2,mcgeemi01
317,Jon McGlocklin,1966,1967,2,132,2046,370,856,,,136,183,,297,181,,,,161,876,.432,,.743,15.5,6.6,2.3,1.4,,,mcglojo01
318,Gil McGregor,1972,1972,1,42,532,66,182,,,39,56,,148,18,,,,120,171,.363,,.696,12.7,4.1,3.5,0.4,,,mcgregi01
